,Sector,Category,Crop,QueryType,QueryText,KccAns,DistrictName,isPaddy
5628,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Leaf folder or leaf roller infestation in paddy ,Recommended to spray Chlorantraniliprole (10 %)+ Lambdacyhalothrin (5%) ZC @ 100 ml per 200 litre of water   or Cartap hydrochloride 50% SP @ 400 g per 200 litre of water per 1 acre of land (2 g in 1 Litre water) ,BHADRAK,1
5629,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Leaf curl in paddy,"Recommended to spray Ulala ( Flonicamid 50 % WG ) @ 65 g per 200 litre of water per 1 acre of land (5 g in 15 Litre water)
",BHADRAK,1
5630,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Multivitamin in paddy,Advised to spray NPK 19:19:19 @ 100gram/15ltr water,BHADRAK,1
5631,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Leaf folder infestation in paddy ,Recommended to spray caldan (Cartap hydrochloride 50% SP @ 400 g per 200 litre of water per 1 acre of land (2 g in 1 Litre water)(30g/15lt of water) or to spray (fmc) Marshal (Carbosulfan 25% EC)@320-400ml/acre(30ml/15lt of water),BHADRAK,1
5632,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Disease in paddy,Advised to call with proper identification,BHADRAK,1
5633,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Rice Gall midge infestation in Paddy,Recommended to spray Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land (30ml per 15lit of water).,BHADRAK,1
5634,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem borer in paddy ,--Recommended to spray Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land (30ml in 15 litre water) for Stem borer in paddy ,BHADRAK,1
5635,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Rice leaf folder in paddy,Recommended to spray (Shooter 50 )Lambda Cyhalothrin 4.9 % CS @ 400 ml per 200 litre of water in 1 acre of land to control Rice leaf folder in paddy.,BHADRAK,1
5636,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Nano urea dose application ,Recommended to spray Nano urea@2-4ml per litre of water before flowering in paddy crop.,BHADRAK,1
5637,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Brown plant hopper infestation in  paddy ,"Recommended to spray Chess ( Pymetrozine 50 % WG ) @ 120 g per 200 litre of water per 1 acre of land (9 g per 15 litre water)
",BHADRAK,1
5638,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Green leaf hopper in paddy,Recommended to spray Ulala ( Flonicamid 50 % WG ) @ 65 g per 200 litre of water per 1 acre of land (5 g in 15 Litre water) for green leaf hopper in paddy.,BHADRAK,1
5639,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,BPH in paddy,Recommended to spray Chess ( Pymetrozine 50 % WG ) @ 120 g per 200 litre of water per 1 acre of land (9 g per 15 litre water),BHADRAK,1
5640,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	," Leaf folder in Paddy 
  ","Recommended to spray Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land (30ml in 15 litre water) to control Leaf folder in Paddy 
  ",BHADRAK,1
5641,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Yellow stem borer in Paddy,Recommended to spray Nagarjuna Canon or Iffco Yujo(Cypermethrin - 5% + Chloropyriphos - 50% ) @ 400 ml per 200 litre of water per 1 acre of land to control Yellow stem borer in Paddy.,BHADRAK,1
5642,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Rice leaf folder in paddy,Recommended to spray (Shooter 50 )Lambda Cyhalothrin 5% EC @ 400 ml per 200 litre of water in 1 acre of land to control rice leaf folder in paddy.,BHADRAK,1
5644,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Leaf folder in Paddy ,Recommended to spray Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land (30ml in 15 litre water) to control Leaf folder in Paddy ,BHADRAK,1
5645,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Brown plant hopper in paddy,Recommended to spray Chess ( Pymetrozine 50 % WG ) @ 120 g per 200 litre of water per 1 acre of land (9 g per 15 litre water) for brown plant hopper in paddy.,BHADRAK,1
5648,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Gall midge in paddy ,"
Recommended to spray Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land (30ml in 15 litre water) for Gall midge in paddy 
  ",BHADRAK,1
5649,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem borer and leaf folder in paddy,--Recommended to spray Cartap hydrochloride 50% SP @ 400 g per 200 litre of water per 1 acre of land (2 g in 1 Litre water) to control stem borer and leaf folder in paddy.,BHADRAK,1
5653,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Bacterial leaf blight in paddy ,"Recommended to spray Spray Conika (Copper Oxychloride 45% + Kasugamycin 5%) @ 300 g in 200 Litre of water per acre to control Bacterial leaf blight in Paddy
 
",BHADRAK,1
5654,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Leaf curl in paddy,Recommended to spray Ulala ( Flonicamid 50 % WG ) @ 65 g per 200 litre of water per 1 acre of land (5 g in 15 Litre water),BHADRAK,1
5655,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem borer infestation in paddy ,"Recommended to spray (Shooter 50 )Lambda Cyhalothrin 5% EC @ 400 ml per 200 litre of water in 1 acre of land to control .
",BHADRAK,1
5656,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,doses for Azoxystrobin 182    Difenoconazole 114   SC,Doses For Azoxystrobin 18.2 %  + Difenoconazole 11.4 %  SC. Use 1 ml of  per 1 Liter of Water. For Large Applications 150-200 ml per Acre Foliar Spray. ,BHADRAK,1
5660,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Brown plant hopper in paddy,Recommended to spray Chess ( Pymetrozine 50 % WG ) @ 120 g per 200 litre of water per 1 acre of land (9 g per 15 litre water) for Brown plant hopper in paddy ,BHADRAK,1
5661,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Leaf curl in paddy,"Recommended to spray Ulala ( Flonicamid 50 % WG ) @ 65 g per 200 litre of water per 1 acre of land (5 g in 15 Litre water)
",BHADRAK,1
5662,AGRICULTURE,Cereals,Paddy (Dhan),Seeds,Short duration variety,"Recommended short duration variety---Khandagiri, Konark, Parijat, MTU-1010",BHADRAK,1
5664,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,"shoot borer in Paddy
","Recommended to spray Cartap hydrochloride 50% SP @ 400 g per 200 litre of water per 1 acre of land (2 g in 1 Litre water) to control shoot borer in Paddy.
",BHADRAK,1
5665,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,BROWN PLANT HOPPER IN PADDY,"Recommended to spray Osheen (Dinotefuran 20% SG ) @ 80 g per 200 litre of water per 1 acre of land (6 g in 15 Litre water)(Control BPH in Paddy)
",BHADRAK,1
5666,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Bacterial leaf blight in Paddy,Recommended to spray Copper Oxychloride 600 g + Plantomycin 200 g in 200 litre of water per 1 acre of land (Copper Oxychloride @ 45 g + Plantomycin 15 g in 15 Litre water) to control Bacterial leaf blight in Paddy.,BHADRAK,1
5669,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem borer in paddy,Recommended to spray Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land (30ml in 15 litre water) ,BHADRAK,1
5670,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Bacterial leaf blight in Paddy,"Recommended to spray Copper Oxychloride 600 g + Plantomycin 200 g in 200 litre of water per 1 acre of land (Copper Oxychloride @ 45 g + Plantomycin 15 g in 15 Litre water) to control Bacterial leaf blight in Paddy.
",BHADRAK,1
5671,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Bacterial leaf blight in Paddy,Recommended to spray Copper Oxychloride 600 g + Plantomycin 200 g in 200 litre of water per 1 acre of land (Copper Oxychloride @ 45 g + Plantomycin 15 g in 15 Litre water) to control Bacterial leaf blight in Paddy.,BHADRAK,1
5674,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Leaf folder in paddy ,Recommended to spray Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land for Leaf folder in paddy ,BHADRAK,1
5675,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Leaf folder in Paddy,Recommended to spray Bifenthrin 10%EC @ 25ml with 15 liter of water per acre for control of Leaf folder in Paddy.,BHADRAK,1
5677,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Leaf folder in paddy,Recommended to spray Fipronil 5% SC @ 400 ml per 200 litre (2ml/1lit) of water per 1 acre of land   to control leaf folder in paddy.,BHADRAK,1
5679,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem borer in paddy,Recommended to spray Chloropyriphos 50% + Cypermethrin 5% EC @ 400 ml per 200 litre of water per  1 acre of land,BHADRAK,1
5680,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	, Stem borer in paddy ,Recommended to spray Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land for Stem borer in paddy ,BHADRAK,1
5681,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,shoot borer in paddy,Recommended to spray Cartap hydrochloride 50% SP @ 400 g per 200 litre of water per 1 acre of land (2 g in 1 Litre water) to control shoot borer in paddy.,BHADRAK,1
5682,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Case worm in Paddy,Recommended to spray Cartap hydrochloride 50% SP @ 400 g per 200 litre of water per 1 acre of land (2 g in 1 Litre water) to control Case worm in Paddy.,BHADRAK,1
5683,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Better tillering in Paddy,Recommended to apply Dhanuka Dhanzyme gold (granule) @ 5 kg per acre or Iffco Sagarika z++ @ 8-10 kg per acre for For better tillering in Paddy.,BHADRAK,1
5684,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Leaf folder infestation in paddycan i spray fipronil 5sc,Yes you can spray   Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land(30ml/15lt of water) or  to spray (fmc) Marshal (Carbosulfan 25% EC)@320-400ml/acre(30ml/15lt of water),BHADRAK,1
5688,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Gall midge in paddy ,Recommended to spray Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land (36ml in 18litre water ),BHADRAK,1
5689,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Case worm in Paddy,"Recommended to spray Cartap hydrochloride 50% SP @ 400 g per 200 litre of water per 1 acre of land (2 g in 1 Litre water) to control Case worm in Paddy.
",BHADRAK,1
5692,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Leaf folder infestation in paddy can i spray fipronil 5sc,Yes  you can  spray   Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land(30ml/15lt of water) or  to spray caldan (Cartap hydrochloride 50% SP @ 400 g per 200 litre of water per 1 acre of land (2 g in 1 Litre water)(30g/15lt of water),BHADRAK,1
5693,AGRICULTURE,Cereals,Barley (Jau),	Plant Protection	,Case worm in Paddy,"Recommended to spray Cartap hydrochloride 50% SP @ 400 g per 200 litre of water per 1 acre of land (2 g in 1 Litre water) to control Case worm in Paddy.
",BHADRAK,1
5694,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Brown plant hopper attack in paddy,"Recommended to spray Osheen (Dinotefuran 20% SG ) @ 80 g per 200 litre of water per 1 acre of land (6 g in 15 Litre water)(Control BPH in Paddy)
",BHADRAK,1
5697,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Brown plant hopper in paddy,Recommended to spray Vestoria (Triflumezopyrim 20% SC) @ 50 gm per 200 litre of water per 1 acre of land ( BPH & GLH ) ,BHADRAK,1
5698,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Infestation of stem borer in paddy,Recommended to spray (CALDAN) Cartap hydrochloride 50% SP @ 400 g per 200 litre of water per 1 acre of land (2 g in 1 Litre water) to control stem borer in paddy,BHADRAK,1
5701,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem borer in Paddy ,Recommended to spray Cartap hydrochloride 50% SP @ 400 g per 200 litre of water per 1 acre of land (2 g in 1 Litre water) to control Stem borer in Paddy ,BHADRAK,1
5704,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Case worm in Paddy,"Recommended to spray Cartap hydrochloride 50% SP @ 400 g per 200 litre of water per 1 acre of land (2 g in 1 Litre water) to control Case worm in Paddy.
",BHADRAK,1
5706,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Brown plant hopper attack in paddy,"Recommended to spray Osheen (Dinotefuran 20% SG ) @ 80 g per 200 litre of water per 1 acre of land (6 g in 15 Litre water)(Control BPH in Paddy).
",BHADRAK,1
5707,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	, Stem borer in  Paddy,"Recommended to spray Cartap hydrochloride 50% SP @ 400 g per 200 litre of water per 1 acre of land (2 g in 1 Litre water) to control stem borer  in Paddy.

",BHADRAK,1
5708,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,05234 NPK application in paddy ,Recommended to apply 0:52:34 @5-10gm per litre of water from 30-40 DAS till pre flowering stage.,BHADRAK,1
5712,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem borer in paddy ,Recommended to spray Cartap hydrochloride 50% SP @ 400 g per 200 litre of water per 1 acre of land (2 g in 1 Litre water),BHADRAK,1
5713,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem borer in Paddy ,"Recommended to spray Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land (30ml in 15 litre water) to  control Stem borer in Paddy 
  ",BHADRAK,1
5716,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem borer  Leaf folder and Green leaf hopper in Paddy,"Recommended to spray Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land (30ml in 15 litre water) to control Stem borer , Leaf folder and Green leaf hopper in Paddy",BHADRAK,1
5717,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Brown Plant Hopper in paddy,"Recommended to spray Chess ( Pymetrozine 50 % WG ) @ 120 g per 200 litre of water per 1 acre of land (9 g per 15 litre water) or Ulala ( Flonicamid 50 % WG ) @ 65 g per 200 litre of water per 1 acre of land (5 g in 15 Litre water) to control Brown Plant Hopper in paddy.
",BHADRAK,1
5718,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Black spot on Grain of Paddy,Advised to call right from the field after proper diagnosis of the disease,BHADRAK,1
5719,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,Growth regulator for paddy,Recommended to spray dhanzyme gold @ 200 ml per 200 litre of water per 1 acre of land as growth regulator for paddy.,BHADRAK,1
5720,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Brown plant hopper BPH in Paddy,Recommended to spray Pymetrozine 50%WG(CHESS) @ 10gm with 15 liter of water for control of Brown plant hopper (BPH) in Paddy.,BHADRAK,1
5721,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Bacterial leaf blight in Paddy,Recommended to spray Copper Oxychloride 600 g + Plantomycin 200 g in 200 litre of water per 1 acre of land (Copper Oxychloride @ 45 g + Plantomycin 15 g in 15 Litre water) to control Bacterial leaf blight in Paddy.,BHADRAK,1
5722,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Bacterial leaf blight infestation Paddy,Recommended to spray Copper Oxychloride 600 g + Plantomycin 200 g in 200 litre of water per 1 acre of land (Copper Oxychloride @ 45 g + Plantomycin 15 g in 15 Litre water) to control Bacterial leaf blight in Paddy.,BHADRAK,1
5723,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Leaf Folder infestation in Paddy,Recommended to spray CORAGEN (Chlorantraniliprole 18.5 % sc ) @ 60 ml per acre of land.,BHADRAK,1
5725,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Bacterial leaf blight in paddy,Recommended to spray Amistar top (azoxystrobin + difenoconazole) 2 ml per litre of water ,BHADRAK,1
5726,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,White backed planthopper infestation in paddy ,"Recommended to spray AXEMAN (Dinotefuran 15% + Pymetrozine 45% WG)@133.2 gm/ acre(10g/15lt of water) to control  WBPH
",BHADRAK,1
5727,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Bacterial leaf blight in Paddy,Recommended to spray Copper Oxychloride 600 g + Plantomycin 200 g in 200 litre of water per 1 acre of land (Copper Oxychloride @ 45 g + Plantomycin 15 g in 15 Litre water) to control Bacterial leaf blight in Paddy.,BHADRAK,1
5730,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,onion leaf or Silvershoot in paddy,Recommended to spray Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land for control onion leaf” or “Silver-shoot”. in paddy.,BHADRAK,1
5732,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Brown spot of Paddy,Recommended to spray Antracol (Tricyclazole 18% + Mancozeb 62% WP) @ 400 g in 200 Litre water per acre of land (2 g in 1 Litre water) to control Brown spot of Paddy,BHADRAK,1
5733,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Better growth of paddy ,Recommended to apply Dhan barsha hormone @30ml in 15 litre water,BHADRAK,1
5734,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Gall midge in paddy ,Recommended to spray Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land (30ml in 15 litre water) ,BHADRAK,1
5738,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Time of application  Pymetrozine 50  WG,Recommended to spray Chess ( Pymetrozine 50 % WG ) @ 120 g per 200 litre of water per 1 acre of land (9 g per 15 litre water) for control of stem borer and thrips in paddy and apply during afternoon hour.,BHADRAK,1
5739,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Gall midge in Paddy ,"Recommended to spray Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land (30ml in 15 litre water) to control Gall midge in Paddy 
  ",BHADRAK,1
5740,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Bayer Solomon uses ,"Bayer Solomon (Beta-Cyfluthrin + Imidacloprid 300 OD ) (8.49 + 19.81 % w/w) is a broad spectrum insecticide used for jassids , aphids, shoot and fruit borer @ 1ml per lit of water.",BHADRAK,1
5741,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,Stem borer in paddy,"Recommended to spray Emamectin Benzoate 5 % SG @ 80 g per 200 litre of water per 1 acre of land (6 g per 15 Litre water)

",BHADRAK,1
5742,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Yellowing of leaves of Paddy ,Advised to call right from the field after proper diagnosis of the disease,BHADRAK,1
5746,AGRICULTURE,Cereals,Oats ,Weed Management,weed management in Paddy,"Recommended to spray 2,4-D Sodium salt @ 500gm + Almix (Metsulfuron Methyl 10% + Chlorimuron Ethyl 10%) @ 8gm with 200 liter of water per acre for weed management in Paddy.",BHADRAK,1
5747,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Brown Plant Hopper infestation in Paddy,Recommended to spray Chess ( Pymetrozine 50 % WG ) @ 120 g per 200 litre of water per 1 acre of land (9 g per 15 litre water).,BHADRAK,1
5749,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Whitefly in paddy,Recommended to spray IFFCO Shinzen Plus  Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land,BHADRAK,1
5750,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,"Bacterial leaf blight in Paddy
","
Recommended to spray Copper Oxychloride 600 g + Plantomycin 200 g in 200 litre of water per 1 acre of land (Copper Oxychloride @ 45 g + Plantomycin 15 g in 15 Litre water) to control Bacterial leaf blight in Paddy.
",BHADRAK,1
